Total SNAP,CountyState,Life Expectancy
9305,Hughes County South Dakota,79.86
6267,Hutchinson County South Dakota,80.66
17758,Hyde County South Dakota,79.36
1813257,Jackson County South Dakota,74.77
228985,Jerauld County South Dakota,81.09
328569,Jones County South Dakota,80.01
5940,Kingsbury County South Dakota,79.23
4377,Lake County South Dakota,80.78
6099,Lawrence County South Dakota,80.50
48,Lincoln County South Dakota,82.72
87,Lyman County South Dakota,77.37
2544,Marshall County South Dakota,79.89
761,Mccook County South Dakota,79.21
8550,Mcpherson County South Dakota,81.03
1342,Meade County South Dakota,79.30
15418,Mellette County South Dakota,73.77
800,Miner County South Dakota,80.16
134,Minnehaha County South Dakota,79.35
77294,Moody County South Dakota,80.27
1579,Oglala Lakota County South Dakota,66.25
13125,Pennington County South Dakota,80.02
6425,Perkins County South Dakota,79.16
7265,Potter County South Dakota,79.68
565,Roberts County South Dakota,77.42
210190,Sanborn County South Dakota,80.23
56140,Spink County South Dakota,79.60
57588,Stanley County South Dakota,79.39
40066,Sully County South Dakota,81.43
15999,Todd County South Dakota,68.35
215931,Tripp County South Dakota,78.92
33495,Turner County South Dakota,80.26
160864,Union County South Dakota,80.50
4473,Walworth County South Dakota,78.07
64724,Yankton County South Dakota,80.35
45603,Ziebach County South Dakota,75.96
73315,Anderson County Tennessee,76.88
145388,Bedford County Tennessee,75.69
13879,Benton County Tennessee,73.82
16777,Bledsoe County Tennessee,76.68
8223,Blount County Tennessee,77.34
209909,Bradley County Tennessee,76.74
816,Campbell County Tennessee,74.36
26437,Cannon County Tennessee,75.75
12354,Carroll County Tennessee,74.08
3677,Carter County Tennessee,76.32
17173,Cheatham County Tennessee,75.58
602,Chester County Tennessee,76.81
95475,Claiborne County Tennessee,74.21
18972,Clay County Tennessee,74.68
1724,Cocke County Tennessee,73.73
16036,Coffee County Tennessee,75.22
15564,Crockett County Tennessee,75.46
29876,Cumberland County Tennessee,77.78
54,Davidson County Tennessee,76.50
2072,Dekalb County Tennessee,74.26
253189,Decatur County Tennessee,74.69
246485,Dickson County Tennessee,75.93
497602,Dyer County Tennessee,74.79
20522,Fayette County Tennessee,76.81
551,Fentress County Tennessee,73.52
14207,Franklin County Tennessee,76.67
6098,Gibson County Tennessee,74.21
1324,Giles County Tennessee,75.81
16444,Grainger County Tennessee,74.79
3914,Greene County Tennessee,75.35
18849,Grundy County Tennessee,72.89
6334,Hamblen County Tennessee,75.27
34479,Hamilton County Tennessee,77.44
37776,Hancock County Tennessee,73.67
13151,Hardeman County Tennessee,74.70
31966,Hardin County Tennessee,74.49
5081,Hawkins County Tennessee,75.79
6489,Haywood County Tennessee,74.65
10339,Henderson County Tennessee,74.50
9335,Henry County Tennessee,74.79
30939,Hickman County Tennessee,75.39
5396,Houston County Tennessee,75.42
5559980,Humphreys County Tennessee,75.36
41226,Jackson County Tennessee,74.22
3155,Jefferson County Tennessee,76.20
12217,Johnson County Tennessee,75.90
7612,Knox County Tennessee,77.10
4445,Lake County Tennessee,73.14
16341,Lauderdale County Tennessee,74.33
10247,Lawrence County Tennessee,75.61
14598,Lewis County Tennessee,75.30
26698,Lincoln County Tennessee,75.92
63687,Loudon County Tennessee,77.97
43435,Macon County Tennessee,74.53
15346,Madison County Tennessee,76.48
9097,Marion County Tennessee,74.63
48988,Marshall County Tennessee,76.04
6185,Maury County Tennessee,76.54
3897,Mcminn County Tennessee,75.62
42592,Mcnairy County Tennessee,73.87
25118,Meigs County Tennessee,74.24
26405,Monroe County Tennessee,75.81
112896,Montgomery County Tennessee,76.62
4334,Moore County Tennessee,79.03
5327,Morgan County Tennessee,75.66
52030,Obion County Tennessee,75.52
9387,Overton County Tennessee,74.46
16448,Perry County Tennessee,74.61
67318,Pickett County Tennessee,76.39
31021,Polk County Tennessee,74.58
76691,Putnam County Tennessee,76.66
3196,Rhea County Tennessee,75.45
2885,Roane County Tennessee,76.16
13698,Robertson County Tennessee,75.91
142582,Rutherford County Tennessee,77.68
30571,Scott County Tennessee,73.93
35630,Sequatchie County Tennessee,76.04
18047,Sevier County Tennessee,76.73
14840,Shelby County Tennessee,75.49
14937,Smith County Tennessee,75.00
11730,Stewart County Tennessee,75.20
11457,Sullivan County Tennessee,76.56
16781,Sumner County Tennessee,77.92
1829,Tipton County Tennessee,75.37
30912,Trousdale County Tennessee,74.09
46296,Unicoi County Tennessee,75.31
3977,Union County Tennessee,75.11
17662,Van Buren County Tennessee,76.17
25555,Warren County Tennessee,75.11
14510,Washington County Tennessee,76.68
10609,Wayne County Tennessee,75.64
7171,Weakley County Tennessee,76.80
254119,White County Tennessee,74.86
9856,Williamson County Tennessee,81.36
18331,Wilson County Tennessee,77.73
9919,Anderson County Texas,73.92
10199,Andrews County Texas,76.51
1787,Angelina County Texas,76.06
30543,Aransas County Texas,76.22
43912,Archer County Texas,79.23
11147,Armstrong County Texas,77.47
30212,Atascosa County Texas,77.69
18872,Austin County Texas,78.21
3703,Bailey County Texas,78.23
13094,Bandera County Texas,79.80
14826,Bastrop County Texas,77.67
4756,Baylor County Texas,76.36
13171,Bee County Texas,77.76
52804,Bell County Texas,77.72
4753,Bexar County Texas,78.53
6291,Blanco County Texas,79.25
6189,Borden County Texas,79.68
7727,Bosque County Texas,76.85
22472,Bowie County Texas,75.56
12378,Brazoria County Texas,78.18
12779,Brazos County Texas,79.80
2685,Brewster County Texas,79.86
74967,Briscoe County Texas,77.55
29376,Brooks County Texas,76.56
25644,Brown County Texas,75.70
49471,Burleson County Texas,77.88
48059,Burnet County Texas,78.89
71886,Caldwell County Texas,78.11
24322,Calhoun County Texas,77.32
20165,Callahan County Texas,76.88
17658,Cameron County Texas,80.04
10713,Camp County Texas,74.66
24560,Carson County Texas,78.03
5673,Cass County Texas,75.60
9069,Castro County Texas,78.50
1760,Chambers County Texas,77.08
26181,Cherokee County Texas,76.25
134978,Childress County Texas,76.62
9074,Clay County Texas,77.65
6476,Cochran County Texas,76.22
9901,Coke County Texas,76.87
6826,Coleman County Texas,75.95
205,Collin County Texas,81.52
1844,Collingsworth County Texas,75.91
4108,Colorado County Texas,77.11
1033,Comal County Texas,79.42
291,Comanche County Texas,77.22
185,Concho County Texas,78.22
11468,Cooke County Texas,77.27
22924,Coryell County Texas,78.04
461,Cottle County Texas,77.56
758,Crane County Texas,75.94
245,Crockett County Texas,77.13
321,Crosby County Texas,77.07
382,Culberson County Texas,78.59
362,Dallam County Texas,75.61
340,Dallas County Texas,78.09
296,Dawson County Texas,77.05
11707,Dewitt County Texas,77.32
438,Deaf Smith County Texas,77.64
343,Delta County Texas,75.80
268,Denton County Texas,80.39
323,Dickens County Texas,77.47
455,Dimmit County Texas,77.95
189,Donley County Texas,76.63
817,Duval County Texas,76.70
313,Eastland County Texas,75.59
1218,Ector County Texas,75.24
1038,Edwards County Texas,79.37
900,El Paso County Texas,79.79
5105,Ellis County Texas,77.78
1351,Erath County Texas,78.42
417,Falls County Texas,76.15
156,Fannin County Texas,75.87
934,Fayette County Texas,79.14
742,Fisher County Texas,77.81
2809,Floyd County Texas,78.28
805,Foard County Texas,77.83
266,Fort Bend County Texas,81.20
2857,Franklin County Texas,77.77
11688,Freestone County Texas,76.39
339,Frio County Texas,77.73
364,Gaines County Texas,77.93
3837,Galveston County Texas,77.05
3808,Garza County Texas,76.17
207,Gillespie County Texas,80.67
3988,Glasscock County Texas,79.85
279,Goliad County Texas,79.29
1293,Gonzales County Texas,76.92
2135,Gray County Texas,75.69
10332,Grayson County Texas,76.35
644,Gregg County Texas,75.45
2594,Grimes County Texas,76.23
28839,Guadalupe County Texas,79.57
10969,Hale County Texas,77.95
38152,Hall County Texas,76.34
19587,Hamilton County Texas,76.85
8140,Hansford County Texas,77.08
19191,Hardeman County Texas,77.50
13396,Hardin County Texas,75.93
9627,Harris County Texas,78.45
37596,Harrison County Texas,75.93
33537,Hartley County Texas,80.48
12720,Haskell County Texas,77.01
430336,Hays County Texas,80.10
231709,Hemphill County Texas,77.60
242965,Henderson County Texas,75.69
44338,Hidalgo County Texas,80.74
9081,Hill County Texas,76.62
10091,Hockley County Texas,76.83
14824,Hood County Texas,78.32
20433,Hopkins County Texas,76.69
33925,Houston County Texas,75.67
7622,Howard County Texas,75.06
13065,Hudspeth County Texas,80.77
6542,Hunt County Texas,75.99
15457,Hutchinson County Texas,75.60
235259,Irion County Texas,79.60
16882,Jack County Texas,76.77
10782,Jackson County Texas,77.35
3828,Jasper County Texas,75.46
16301,Jeff Davis County Texas,81.78
14649,Jefferson County Texas,76.04
38372,Jim Hogg County Texas,77.42
26522,Jim Wells County Texas,76.51
39737,Johnson County Texas,76.84
13588,Jones County Texas,76.82
77528,Karnes County Texas,76.87
86069,Kaufman County Texas,76.00
22321,Kendall County Texas,79.88
18951,Kenedy County Texas,77.02
10559,Kent County Texas,77.38
5897,Kerr County Texas,78.78
17000,Kimble County Texas,77.89
4931,King County Texas,78.33
9641,Kinney County Texas,79.57
37076,Kleberg County Texas,77.58
2981,Knox County Texas,77.41
7433,La Salle County Texas,77.43
5140,Lamar County Texas,75.76
14253,Lamb County Texas,76.73
15617,Lampasas County Texas,77.29
14381,Lavaca County Texas,79.00
30936,Lee County Texas,78.47
9253,Leon County Texas,76.14
4811,Liberty County Texas,74.28
37817,Limestone County Texas,74.64
30270,Lipscomb County Texas,77.90
13360,Live Oak County Texas,79.41
37694,Llano County Texas,79.17
15980,Loving County Texas,74.10
104853,Lubbock County Texas,76.85
154147,Lynn County Texas,77.13
59810,Madison County Texas,76.94
25355,Marion County Texas,74.60
6008,Martin County Texas,76.63
7402,Mason County Texas,79.58
18583,Matagorda County Texas,76.51
9955,Maverick County Texas,79.41
15635,Mcculloch County Texas,76.53
3795,Mclennan County Texas,77.18
13181,Mcmullen County Texas,78.58
1042,Medina County Texas,78.67
5605,Menard County Texas,77.80
753,Midland County Texas,78.41
7257,Milam County Texas,76.96
4095,Mills County Texas,78.44
12784,Mitchell County Texas,75.75
11616,Montague County Texas,75.15
19699,Montgomery County Texas,78.43
16962,Moore County Texas,77.71
15298,Morris County Texas,75.36
16906,Motley County Texas,77.89
17260,Nacogdoches County Texas,76.08
18868,Navarro County Texas,76.15
8412,Newton County Texas,74.92
638,Nolan County Texas,75.65
2067,Nueces County Texas,78.08
35700,Ochiltree County Texas,76.62
19544,Oldham County Texas,77.57
20493,Orange County Texas,74.51
4337,Palo Pinto County Texas,75.60
1715,Panola County Texas,75.75
5875,Parker County Texas,77.56
23522,Parmer County Texas,78.73
7496,Pecos County Texas,78.25
15309,Polk County Texas,73.17
667,Potter County Texas,74.33
792,Presidio County Texas,83.40
17700,Rains County Texas,76.89
16168,Randall County Texas,79.04
33076,Reagan County Texas,76.80
20641,Real County Texas,76.73
9169,Red River County Texas,74.75
16046,Reeves County Texas,77.23
2328,Refugio County Texas,76.70
1262,Roberts County Texas,76.15
616,Robertson County Texas,75.90
5976,Rockwall County Texas,79.66
3864,Runnels County Texas,77.06
4240,Rusk County Texas,76.04
2128,Sabine County Texas,75.31
4893,San Augustine County Texas,74.73
4840,San Jacinto County Texas,76.05
19394,San Patricio County Texas,76.62
2972,San Saba County Texas,78.24
3756,Schleicher County Texas,78.33
3994,Scurry County Texas,77.14
21812,Shackelford County Texas,77.22
3367,Shelby County Texas,74.14
7375,Sherman County Texas,77.70
18708,Smith County Texas,77.74
8640,Somervell County Texas,77.59
1186,Starr County Texas,79.04
4819,Stephens County Texas,76.38
14540,Sterling County Texas,77.51
3906,Stonewall County Texas,77.45
30944,Sutton County Texas,77.54
3038,Swisher County Texas,77.90
3574,Tarrant County Texas,78.25
4562,Taylor County Texas,76.71
244629,Terrell County Texas,77.66
19566,Terry County Texas,76.98
10764,Throckmorton County Texas,77.88
13055,Titus County Texas,77.14
5511,Tom Green County Texas,77.54
16983,Travis County Texas,80.33
12898,Trinity County Texas,74.66
13573,Tyler County Texas,75.76
30531,Upshur County Texas,75.34
4605,Upton County Texas,76.45
492,Uvalde County Texas,78.43
21060,Val Verde County Texas,79.22
13657,Van Zandt County Texas,76.01
20393,Victoria County Texas,78.00
13012,Walker County Texas,77.26
8312,Waller County Texas,77.91
8846,Ward County Texas,76.19
4146,Washington County Texas,78.57
4296,Webb County Texas,79.50
3375,Wharton County Texas,77.42
165394,Wheeler County Texas,75.76
13433,Wichita County Texas,75.54
3155,Wilbarger County Texas,75.82
1695,Willacy County Texas,79.55
5364,Williamson County Texas,81.45
1378142,Wilson County Texas,78.73
701807,Winkler County Texas,74.85
678292,Wise County Texas,77.01
723404,Wood County Texas,76.67
47069,Yoakum County Texas,77.57
23554,Young County Texas,75.77
701115,Zapata County Texas,79.19
24780,Zavala County Texas,77.92
1265,Beaver County Utah,77.04
290736,Box Elder County Utah,79.46
20278,Cache County Utah,81.90
47538,Carbon County Utah,76.67
11952,Daggett County Utah,81.12
110775,Davis County Utah,80.92
39217,Duchesne County Utah,77.38
15644,Emery County Utah,77.97
61658,Garfield County Utah,79.22
28612,Grand County Utah,78.05
39651,Iron County Utah,79.25
1857,Juab County Utah,77.84
14793,Kane County Utah,79.22
16022,Millard County Utah,79.17
36021,Morgan County Utah,81.20
11009,Piute County Utah,78.38
27610,Rich County Utah,80.89
10271,Salt Lake County Utah,79.49
14360,San Juan County Utah,78.67
28638,Sanpete County Utah,79.02
26273,Sevier County Utah,78.04
68548,Summit County Utah,82.10
115221,Tooele County Utah,78.15
7231,Uintah County Utah,77.81
103012,Utah County Utah,80.80
60860,Wasatch County Utah,80.31
1277,Washington County Utah,81.22
25961,Wayne County Utah,79.44
3460,Weber County Utah,78.93
13709,Addison County Vermont,80.42
11204,Bennington County Vermont,79.36
19068,Caledonia County Vermont,79.68
13419,Chittenden County Vermont,81.01
4444,Essex County Vermont,79.29
56971,Franklin County Vermont,78.93
94544,Grand Isle County Vermont,79.68
29898,Lamoille County Vermont,79.88
28913,Orange County Vermont,80.17
82685,Orleans County Vermont,79.13
95098,Rutland County Vermont,78.98
30002,Washington County Vermont,80.08
13928,Windham County Vermont,79.48
36990,Windsor County Vermont,80.14
14519,Accomack County Virginia,75.83
41043,Albemarle County Virginia,80.78
73553,Alexandria City Virginia,80.99
3452,Alleghany County Virginia,76.38
55046,Amelia County Virginia,77.14
21267,Amherst County Virginia,77.52
8058,Appomattox County Virginia,77.39
820982,Arlington County Virginia,82.32
10354,Augusta County Virginia,78.66
5027,Bath County Virginia,77.21
39059,Bedford County Virginia,78.89
6780,Bland County Virginia,76.00
18039,Botetourt County Virginia,79.47
1060,Bristol City Virginia,74.91
9241,Brunswick County Virginia,75.62
8919,Buchanan County Virginia,73.75
6148,Buckingham County Virginia,77.39
17926,Buena Vista City Virginia,78.95
10471,Campbell County Virginia,78.69
45125,Caroline County Virginia,77.35
11694,Carroll County Virginia,77.54
78498,Charles City County Virginia,77.15
7139,Charlotte County Virginia,76.21
84521,Charlottesville City Virginia,80.78
279552,Chesapeake City Virginia,78.25
8628,Chesterfield County Virginia,79.86
55264,Clarke County Virginia,78.95
7212,Colonial Heights City Virginia,78.16
8521,Covington City Virginia,75.76
12634,Craig County Virginia,78.08
33614,Culpeper County Virginia,78.29
51379,Cumberland County Virginia,78.16
92505,Danville City Virginia,75.97
28591,Dickenson County Virginia,74.07
19630,Dinwiddie County Virginia,76.83
24184,Emporia City Virginia,74.32
20181,Essex County Virginia,76.61
20826,Fairfax City Virginia,83.23
36239,Fairfax County Virginia,83.23
18712,Falls Church City Virginia,81.24
37859,Fauquier County Virginia,79.05
10034,Floyd County Virginia,78.81
12462,Fluvanna County Virginia,80.48
64381,Franklin City Virginia,76.03
32192,Franklin County Virginia,78.55
33394,Frederick County Virginia,79.33
1205,Fredericksburg City Virginia,78.82
25244,Galax City Virginia,75.24
123891,Giles County Virginia,76.17
28128,Gloucester County Virginia,77.70
11304,Goochland County Virginia,79.87
98054,Grayson County Virginia,76.96
12497,Greene County Virginia,78.94
22406,Greensville County Virginia,74.32
33942,Halifax County Virginia,75.69
27410,Hampton City Virginia,76.95
12478,Hanover County Virginia,79.67
12159,Harrisonburg City Virginia,80.46
12188,Henrico County Virginia,79.28
11869,Henry County Virginia,76.02
69690,Highland County Virginia,79.49
3644,Hopewell City Virginia,74.10
20176,Isle Of Wight County Virginia,77.79
14573,James City County Virginia,81.49
15235,King George County Virginia,78.48
21869,King William County Virginia,77.47
54112,King And Queen County Virginia,77.37
30941,Lancaster County Virginia,77.98
7150,Lee County Virginia,74.64
76330,Lexington City Virginia,80.02
50599,Loudoun County Virginia,82.62
11546,Louisa County Virginia,78.02
21874,Lunenburg County Virginia,76.83
61340,Lynchburg City Virginia,77.09
354,Madison County Virginia,78.88
4186,Manassas City Virginia,80.43
2751,Manassas Park City Virginia,80.43
975,Martinsville City Virginia,73.29
3172,Mathews County Virginia,79.01
5909,Mecklenburg County Virginia,75.89
2500,Middlesex County Virginia,77.85
2803,Montgomery County Virginia,79.12
73,Nelson County Virginia,77.81
4074,New Kent County Virginia,78.49
387,Newport News City Virginia,78.05
2699,Norfolk City Virginia,75.35
4635,Northampton County Virginia,75.83
2906,Northumberland County Virginia,79.25
990,Norton City Virginia,76.19
4230,Nottoway County Virginia,75.56
1179,Orange County Virginia,78.69
428,Page County Virginia,77.60
4390,Patrick County Virginia,77.07
318,Petersburg City Virginia,72.17
371,Pittsylvania County Virginia,75.97
1469,Poquoson City Virginia,79.50
164,Portsmouth City Virginia,74.68
983,Powhatan County Virginia,79.69
1036,Prince Edward County Virginia,76.94
153,Prince George County Virginia,79.16
795,Prince William County Virginia,80.43
241,Pulaski County Virginia,75.85
156,Radford City Virginia,77.99
100,Rappahannock County Virginia,79.28
3238,Richmond City Virginia,74.22
899,Richmond County Virginia,76.64
150,Roanoke City Virginia,74.50
2120,Roanoke County Virginia,79.68
283,Rockbridge County Virginia,78.95
88,Rockingham County Virginia,80.46
497,Russell County Virginia,74.82
1711,Salem City Virginia,77.15
4022,Scott County Virginia,75.75
2022,Shenandoah County Virginia,79.06
1346,Smyth County Virginia,75.25
822,Southampton County Virginia,76.03
269,Spotsylvania County Virginia,78.82
592,Stafford County Virginia,79.61
3521,Staunton City Virginia,78.66
1479,Suffolk City Virginia,76.43
343,Surry County Virginia,77.87
40544,Sussex County Virginia,74.70
1072,Tazewell County Virginia,74.18
29387,Virginia Beach City Virginia,79.63
351,Warren County Virginia,77.10
162,Washington County Virginia,77.22
3584,Waynesboro City Virginia,78.66
300,Westmoreland County Virginia,77.17
15176,Williamsburg City Virginia,81.49
672,Winchester City Virginia,76.94
395,Wise County Virginia,74.19
67,Wythe County Virginia,76.58
10172,York County Virginia,78.05
1690,Adams County Washington,79.09
1350,Asotin County Washington,79.18
1620,Benton County Washington,79.68
1393,Chelan County Washington,80.40
4724,Clallam County Washington,79.38
2194,Clark County Washington,79.69
21144,Columbia County Washington,78.94
7537,Cowlitz County Washington,77.69
6818,Douglas County Washington,80.43
37150,Ferry County Washington,76.84
38457,Franklin County Washington,79.61
6322,Garfield County Washington,80.28
12237,Grant County Washington,78.59
7210,Grays Harbor County Washington,76.72
16674,Island County Washington,81.64
22460,Jefferson County Washington,80.88
6438,King County Washington,81.11
231705,Kitsap County Washington,79.61
18679,Kittitas County Washington,80.59
19716,Klickitat County Washington,79.62
11547,Lewis County Washington,77.97
22356,Lincoln County Washington,79.80
11674,Mason County Washington,78.41
10274,Okanogan County Washington,78.24
25223,Pacific County Washington,77.36
110837,Pend Oreille County Washington,77.43
13957,Pierce County Washington,78.46
25126,San Juan County Washington,83.44
3465,Skagit County Washington,79.57
7018,Skamania County Washington,79.86
15865,Snohomish County Washington,79.95
13845,Spokane County Washington,78.81
21537,Stevens County Washington,78.20
15016,Thurston County Washington,80.15
32047,Wahkiakum County Washington,78.77
6673,Walla Walla County Washington,79.75
13048,Whatcom County Washington,80.81
9686,Whitman County Washington,81.28
2035,Yakima County Washington,78.24
16700,Barbour County West Virginia,76.21
17083,Berkeley County West Virginia,76.60
7675,Boone County West Virginia,73.23
31932,Braxton County West Virginia,76.59
484694,Brooke County West Virginia,76.96
4455,Cabell County West Virginia,75.43
53470,Calhoun County West Virginia,76.46
26131,Clay County West Virginia,74.76
3366,Doddridge County West Virginia,77.00
7588,Fayette County West Virginia,74.39
2658,Gilmer County West Virginia,76.75
13704,Grant County West Virginia,78.35
28769,Greenbrier County West Virginia,76.42
14646,Hampshire County West Virginia,77.34
3707,Hancock County West Virginia,76.92
33256,Hardy County West Virginia,77.53
7644,Harrison County West Virginia,76.00
352,Jackson County West Virginia,77.10
127,Jefferson County West Virginia,77.54
18342,Kanawha County West Virginia,75.53
6137,Lewis County West Virginia,75.33
2795,Lincoln County West Virginia,73.68
3716,Logan County West Virginia,72.59
21688,Marion County West Virginia,77.17
1206,Marshall County West Virginia,77.42
11113,Mason County West Virginia,75.44
81691,Mcdowell County West Virginia,70.39
556468,Mercer County West Virginia,74.34
1609,Mineral County West Virginia,77.06
10,Mingo County West Virginia,71.75
5217,Monongalia County West Virginia,78.97
33251,Monroe County West Virginia,77.10
57974,Morgan County West Virginia,77.14
39749,Nicholas County West Virginia,75.44
1899,Ohio County West Virginia,77.49
277,Pendleton County West Virginia,79.21
5837,Pleasants County West Virginia,76.50
12147,Pocahontas County West Virginia,76.60
5062,Preston County West Virginia,77.18
9546,Putnam County West Virginia,77.51
13122,Raleigh County West Virginia,74.99
3415,Randolph County West Virginia,77.02
243208,Ritchie County West Virginia,76.24
5622,Roane County West Virginia,75.55
11990,Summers County West Virginia,76.08
3096,Taylor County West Virginia,76.91
5430,Tucker County West Virginia,77.41
2138,Tyler County West Virginia,76.58
1338,Upshur County West Virginia,77.00
221,Wayne County West Virginia,76.13
3371,Webster County West Virginia,75.48
61097,Wetzel County West Virginia,76.48
913,Wirt County West Virginia,76.72
5584,Wood County West Virginia,76.85
17833,Wyoming County West Virginia,72.94
565,Adams County Wisconsin,78.06
8684,Ashland County Wisconsin,77.68
14526,Barron County Wisconsin,79.53
544,Bayfield County Wisconsin,79.67
394,Brown County Wisconsin,80.52
945,Buffalo County Wisconsin,80.10
3384,Burnett County Wisconsin,79.10
1040,Calumet County Wisconsin,81.10
1892,Chippewa County Wisconsin,80.14
5216,Clark County Wisconsin,79.86
7575,Columbia County Wisconsin,79.29
1759,Crawford County Wisconsin,79.55
57176,Dane County Wisconsin,81.16
6901,Dodge County Wisconsin,79.22
696,Door County Wisconsin,80.76
6860,Douglas County Wisconsin,78.22
799,Dunn County Wisconsin,80.95
6863,Eau Claire County Wisconsin,80.65
6172,Florence County Wisconsin,79.23
50945,Fond Du Lac County Wisconsin,80.07
606,Forest County Wisconsin,78.14
369377,Grant County Wisconsin,79.67
8288,Green County Wisconsin,80.26
6665,Green Lake County Wisconsin,79.41
7978,Iowa County Wisconsin,79.86
4812,Iron County Wisconsin,79.01
459,Jackson County Wisconsin,78.61
2120,Jefferson County Wisconsin,80.20
303,Juneau County Wisconsin,78.14
64642,Kenosha County Wisconsin,78.37
4889,Kewaunee County Wisconsin,81.25
8665,La Crosse County Wisconsin,80.19
3704,Lafayette County Wisconsin,80.39
71783,Langlade County Wisconsin,79.49
1716,Lincoln County Wisconsin,79.32
3687,Manitowoc County Wisconsin,80.09
24,Marathon County Wisconsin,80.70
1575,Marinette County Wisconsin,78.83
7897,Marquette County Wisconsin,78.83
5918,Menominee County Wisconsin,72.22
32079,Milwaukee County Wisconsin,77.34
39488,Monroe County Wisconsin,78.42
8335,Oconto County Wisconsin,79.42
15025,Oneida County Wisconsin,79.30
1529,Outagamie County Wisconsin,80.66
2211,Ozaukee County Wisconsin,81.64
1129,Pepin County Wisconsin,80.73
1424,Pierce County Wisconsin,81.08
14454,Polk County Wisconsin,79.76
1056712,Portage County Wisconsin,80.84
22749,Price County Wisconsin,79.17
361,Racine County Wisconsin,78.95
30769,Richland County Wisconsin,80.48
397,Rock County Wisconsin,78.72
24815,Rusk County Wisconsin,78.96
11020,Saint Croix County Wisconsin,80.54
9340,Sauk County Wisconsin,79.62
11160,Sawyer County Wisconsin,77.90
8972,Shawano County Wisconsin,79.32
8640,Sheboygan County Wisconsin,80.03
1313,Taylor County Wisconsin,81.16
23514,Trempealeau County Wisconsin,79.91
5107,Vernon County Wisconsin,79.90
170,Vilas County Wisconsin,79.47
970,Walworth County Wisconsin,79.60
14380,Washburn County Wisconsin,78.32
238,Washington County Wisconsin,80.97
3392,Waukesha County Wisconsin,81.31
19911,Waupaca County Wisconsin,77.88
1210,Waushara County Wisconsin,79.12
5707,Winnebago County Wisconsin,79.99
27175,Wood County Wisconsin,80.46
3713,Albany County Wyoming,80.31
115,Big Horn County Wyoming,77.78
71,Campbell County Wyoming,77.41
11542,Carbon County Wyoming,77.34
971,Converse County Wyoming,78.68
8,Crook County Wyoming,79.76
1156,Fremont County Wyoming,75.74
13804,Goshen County Wyoming,79.64
1357,Hot Springs County Wyoming,77.24
19021,Johnson County Wyoming,79.35
5602,Laramie County Wyoming,78.51
5539,Lincoln County Wyoming,79.83
3310,Natrona County Wyoming,77.75
3972,Niobrara County Wyoming,78.63
4211,Park County Wyoming,79.99
26545,Platte County Wyoming,78.67
7528,Sheridan County Wyoming,78.36
531,Sublette County Wyoming,80.29
2909,Sweetwater County Wyoming,77.93
4267,Teton County Wyoming,82.95
3,Uinta County Wyoming,77.51
82400,Washakie County Wyoming,78.77
2182,Weston County Wyoming,78.64
